epoch,train_lr_10,train_lr_5,train_lr_1,train_lr_0.1,train_lr_0.01,train_lr_0.001,train_lr_0.0001,train_lr_0.00001,val_lr_1,val_lr_0.1,val_lr_0.01,val_lr_0.001,val_lr_0.0001,val_lr_0.00001
640,,,2.314582,2.303698,0.668326,0.443577,1.226614,2.302449,2.31278,2.303451,0.99251,1.213154,1.258953,2.302454
641,,,2.312023,2.303654,0.669211,0.437485,1.22295,2.302449,2.313913,2.303385,0.989761,1.195939,1.25981,2.302453
642,,,2.313851,2.304035,0.661286,0.441406,1.223574,2.302448,2.309108,2.303678,1.001614,1.192792,1.261951,2.302453
643,,,2.314847,2.303861,0.6537,0.437208,1.223458,2.302448,2.314772,2.303346,1.018835,1.201385,1.256583,2.302452
644,,,2.312519,2.303679,0.670396,0.44074,1.223392,2.302447,2.308192,2.303442,1.026892,1.184239,1.259826,2.302452
645,,,2.312943,2.303665,0.65455,0.443001,1.22194,2.302447,2.319639,2.304199,1.022048,1.208348,1.254177,2.302451
646,,,2.314783,2.303551,0.66366,0.442005,1.220513,2.302446,2.309422,2.303285,1.026889,1.196133,1.265842,2.302451
647,,,2.313477,2.303635,0.657829,0.440727,1.220483,2.302446,2.307091,2.30389,1.044948,1.205714,1.257355,2.302451
648,,,2.314265,2.303487,0.667606,0.445353,1.220656,2.302445,2.309453,2.30377,1.008374,1.182266,1.261746,2.30245
649,,,2.314479,2.303752,0.658226,0.436615,1.21887,2.302445,2.311494,2.303681,1.004465,1.176592,1.252519,2.30245
650,,,2.313337,2.303637,0.660913,0.436851,1.218022,2.302445,2.311035,2.303169,1.024199,1.198281,1.252649,2.302449
651,,,2.313804,2.303896,0.654147,0.440214,1.216501,2.302444,2.310197,2.30345,1.01045,1.171326,1.255215,2.302449
652,,,2.31385,2.303566,0.658098,0.43629,1.216964,2.302444,2.30787,2.303669,1.035245,1.194732,1.253533,2.302448
653,,,2.315345,2.303786,0.65815,0.431941,1.217747,2.302443,2.307633,2.303234,1.017172,1.200359,1.249983,2.302448
654,,,2.314549,2.303693,0.662581,0.432109,1.21628,2.302443,2.317205,2.303887,1.03914,1.200373,1.25239,2.302447
655,,,2.314016,2.303766,0.655841,0.434292,1.214973,2.302442,2.315951,2.303307,1.004166,1.201874,1.25603,2.302447
656,,,2.314358,2.303617,0.662088,0.433696,1.21636,2.302442,2.315869,2.303823,1.008212,1.186413,1.248043,2.302447
657,,,2.314672,2.303785,0.644653,0.44227,1.213242,2.302441,2.315517,2.30318,1.004442,1.201824,1.254245,2.302446
658,,,2.315215,2.303614,0.664998,0.433887,1.215295,2.302441,2.314515,2.302721,1.018548,1.189405,1.255597,2.302446
659,,,2.316629,2.303673,0.657247,0.435179,1.212867,2.30244,2.308987,2.305721,1.066097,1.230431,1.24743,2.302445
660,,,2.31321,2.303921,0.652688,0.440791,1.209735,2.30244,2.313673,2.303585,0.998745,1.189382,1.250396,2.302445
661,,,2.314563,2.303621,0.655047,0.43782,1.211459,2.30244,2.310628,2.303098,1.038676,1.20031,1.25309,2.302444
662,,,2.313005,2.303671,0.662136,0.430992,1.213492,2.302439,2.326812,2.30306,1.087773,1.212452,1.254964,2.302444
663,,,2.313735,2.303753,0.651089,0.432569,1.210522,2.302439,2.322743,2.302795,1.067755,1.22441,1.250011,2.302444
664,,,2.313333,2.303672,0.649486,0.437779,1.209964,2.302438,2.325267,2.303707,1.046358,1.203057,1.247605,2.302443
665,,,2.313031,2.303876,0.657238,0.430326,1.20957,2.302438,2.309411,2.303006,1.114397,1.226093,1.250116,2.302443
666,,,2.313408,2.30358,0.66605,0.436081,1.208025,2.302437,2.315197,2.304318,1.035709,1.223002,1.242276,2.302442
667,,,2.313712,2.304015,0.64959,0.435645,1.207849,2.302437,2.31024,2.303317,1.018329,1.240958,1.242915,2.302442
668,,,2.314032,2.303772,0.662797,0.432798,1.206826,2.302436,2.309741,2.303646,1.011133,1.194891,1.240913,2.302441
669,,,2.313456,2.303673,0.650519,0.433237,1.206412,2.302436,2.309217,2.303175,1.024322,1.186828,1.242324,2.302441
670,,,2.312717,2.303844,0.65841,0.426007,1.20458,2.302435,2.313198,2.303769,1.017367,1.20158,1.262761,2.30244
671,,,2.316122,2.303594,0.652317,0.435371,1.205556,2.302435,2.312213,2.303811,1.012175,1.223385,1.249239,2.30244
672,,,2.316222,2.303853,0.653649,0.440218,1.206803,2.302435,2.330366,2.302896,1.009832,1.194873,1.24267,2.30244
673,,,2.313187,2.303715,0.656632,0.431875,1.204923,2.302434,2.305926,2.303555,1.008031,1.208571,1.244893,2.302439
674,,,2.312394,2.303764,0.661751,0.43159,1.202737,2.302434,2.305289,2.30327,1.020572,1.236225,1.246072,2.302439
675,,,2.31354,2.304006,0.650503,0.431405,1.203738,2.302433,2.310776,2.30307,0.998573,1.245023,1.241183,2.302438
676,,,2.312491,2.303659,0.653906,0.438016,1.201945,2.302433,2.310412,2.302733,1.012876,1.223232,1.241405,2.302438
677,,,2.313117,2.303495,0.649126,0.434066,1.200849,2.302432,2.31451,2.304448,1.043012,1.245012,1.241098,2.302437
678,,,2.313044,2.303677,0.652672,0.426039,1.202202,2.302432,2.31701,2.303605,1.060228,1.186357,1.235499,2.302437
679,,,2.31368,2.303841,0.64969,0.430977,1.198544,2.302431,2.314962,2.30331,1.037474,1.220996,1.242058,2.302437
680,,,2.314646,2.303896,0.658214,0.437136,1.200622,2.302431,2.308166,2.303205,1.003657,1.211195,1.247194,2.302436
681,,,2.312462,2.303951,0.660717,0.429794,1.200301,2.302431,2.31452,2.303536,1.026211,1.190793,1.237521,2.302436
682,,,2.314516,2.303835,0.648454,0.430245,1.197023,2.30243,2.317336,2.303375,1.04648,1.222692,1.240618,2.302435
683,,,2.317286,2.303758,0.659232,0.433797,1.197724,2.30243,2.31684,2.304366,0.993968,1.223358,1.242701,2.302435
684,,,2.312787,2.303969,0.658487,0.433722,1.197008,2.302429,2.324434,2.303882,0.995215,1.200439,1.239479,2.302434
685,,,2.314853,2.303698,0.657176,0.42648,1.195054,2.302429,2.31316,2.303638,1.020834,1.212785,1.235892,2.302434
686,,,2.312564,2.303675,0.657394,0.421392,1.196288,2.302428,2.312422,2.303539,1.066232,1.229889,1.238133,2.302434
687,,,2.314718,2.303564,0.665161,0.424463,1.196364,2.302428,2.31439,2.304703,1.038878,1.215659,1.237494,2.302433
688,,,2.312372,2.303728,0.646614,0.424493,1.194599,2.302427,2.308636,2.303241,1.026739,1.201008,1.236039,2.302433
689,,,2.315502,2.304046,0.657543,0.42102,1.194466,2.302427,2.31769,2.303149,1.069241,1.200658,1.240647,2.302432
690,,,2.31381,2.303659,0.664797,0.427557,1.195661,2.302427,2.31243,2.303538,1.119598,1.227828,1.236474,2.302432
691,,,2.312985,2.303722,0.658384,0.429357,1.193487,2.302426,2.306157,2.303912,1.047787,1.191867,1.263571,2.302431
692,,,2.313824,2.303678,0.654268,0.425543,1.194809,2.302426,2.304525,2.304171,1.01061,1.23079,1.240382,2.302431
693,,,2.312015,2.303585,0.660205,0.423645,1.192848,2.302425,2.322472,2.304163,1.024602,1.230549,1.237342,2.302431
694,,,2.313091,2.303775,0.651419,0.429933,1.190673,2.302425,2.310902,2.303545,1.031044,1.234097,1.230253,2.30243
695,,,2.313449,2.303702,0.653507,0.42469,1.189893,2.302424,2.31102,2.30361,1.021652,1.203399,1.23336,2.30243
696,,,2.312854,2.303716,0.661294,0.429516,1.190747,2.302424,2.307659,2.303346,1.01825,1.203157,1.227941,2.302429
697,,,2.3132,2.303776,0.654654,0.427915,1.190707,2.302424,2.312574,2.303173,0.989956,1.20264,1.227772,2.302429
698,,,2.31484,2.303682,0.65312,0.42958,1.188637,2.302423,2.309713,2.303487,1.017932,1.192562,1.230557,2.302429
699,,,2.313606,2.303649,0.652539,0.432644,1.188843,2.302423,2.307532,2.303002,1.033847,1.236348,1.229888,2.302428
700,,,2.312796,2.303925,0.669964,0.424461,1.187859,2.302422,2.319579,2.302904,1.051004,1.221978,1.226614,2.302428
701,,,2.314191,2.303773,0.657633,0.419677,1.187231,2.302422,2.307885,2.303499,1.021377,1.218883,1.235122,2.302427
702,,,2.313242,2.303713,0.653936,0.421798,1.187984,2.302421,2.309597,2.303672,1.013137,1.26117,1.235921,2.302427
703,,,2.313917,2.303704,0.660327,0.423246,1.185406,2.302421,2.310241,2.303733,1.011903,1.205,1.231219,2.302426
704,,,2.315491,2.303767,0.651448,0.415703,1.18505,2.302421,2.312578,2.304141,1.020333,1.213167,1.231461,2.302426
705,,,2.316182,2.303859,0.659507,0.418611,1.185302,2.30242,2.316472,2.303349,1.021261,1.214976,1.234625,2.302426
706,,,2.312878,2.303632,0.6624,0.423409,1.184635,2.30242,2.309979,2.304465,1.067947,1.212549,1.228214,2.302425
707,,,2.311697,2.303613,0.64566,0.416407,1.185247,2.302419,2.311546,2.30336,1.024577,1.237814,1.23208,2.302425
708,,,2.314039,2.303767,0.660428,0.419855,1.183228,2.302419,2.3105,2.303149,1.058136,1.257368,1.226269,2.302424
709,,,2.312654,2.303897,0.660214,0.421357,1.181555,2.302418,2.312611,2.303638,1.053675,1.216043,1.231198,2.302424
710,,,2.313593,2.303541,0.654066,0.420485,1.181022,2.302418,2.318472,2.303302,0.998276,1.224145,1.221657,2.302424
711,,,2.315361,2.303679,0.657155,0.42018,1.182507,2.302417,2.316553,2.303992,1.026599,1.22079,1.23301,2.302423
712,,,2.314964,2.303852,0.651446,0.422472,1.180438,2.302417,2.325934,2.303499,1.016616,1.230858,1.228776,2.302423
713,,,2.314356,2.303796,0.647664,0.419665,1.179947,2.302417,2.319497,2.3034,1.016722,1.231944,1.222945,2.302422
714,,,2.312326,2.303977,0.657306,0.413598,1.178102,2.302416,2.326376,2.302732,1.058503,1.216431,1.224401,2.302422
715,,,2.314786,2.303828,0.649594,0.419218,1.178269,2.302416,2.31448,2.303474,1.010309,1.211769,1.223896,2.302421
716,,,2.313274,2.303459,0.658398,0.410719,1.17809,2.302415,2.312273,2.303694,1.000064,1.240604,1.224218,2.302421
717,,,2.312645,2.30385,0.655496,0.419196,1.17617,2.302415,2.310384,2.303096,1.037513,1.202635,1.223465,2.302421
718,,,2.313002,2.303672,0.654229,0.424393,1.176253,2.302414,2.331059,2.303521,1.025697,1.216896,1.225021,2.30242
719,,,2.31394,2.303371,0.651854,0.413191,1.17565,2.302414,2.315491,2.304094,1.02032,1.225235,1.221966,2.30242
720,,,2.310178,2.30389,0.656878,0.424715,1.175117,2.302414,2.312386,2.303702,1.038061,1.23042,1.216726,2.302419
721,,,2.313831,2.303743,0.650109,0.416264,1.176151,2.302413,2.311525,2.304267,1.027825,1.241291,1.223461,2.302419
722,,,2.312536,2.303741,0.659369,0.416448,1.176151,2.302413,2.314758,2.303834,1.060259,1.211109,1.224448,2.302418
723,,,2.315193,2.303899,0.669092,0.413086,1.174271,2.302412,2.307931,2.303455,0.997072,1.233561,1.219505,2.302418
724,,,2.312068,2.303595,0.656984,0.415272,1.17366,2.302412,2.317188,2.303426,1.086935,1.218763,1.21952,2.302418
725,,,2.314616,2.303879,0.65911,0.415324,1.173371,2.302411,2.312502,2.303193,1.032993,1.217125,1.217336,2.302417
726,,,2.312973,2.303913,0.660624,0.415345,1.17085,2.302411,2.312081,2.30442,1.056099,1.263496,1.232317,2.302417
727,,,2.312673,2.30382,0.663247,0.411311,1.171428,2.302411,2.313852,2.303032,1.037826,1.224,1.230075,2.302416
728,,,2.314882,2.303663,0.665605,0.418279,1.17202,2.30241,2.307023,2.303685,0.996675,1.218837,1.225582,2.302416
729,,,2.312172,2.303714,0.656205,0.411975,1.169983,2.30241,2.312193,2.304636,1.023754,1.226256,1.213319,2.302415
730,,,2.314256,2.30385,0.66114,0.416653,1.168354,2.302409,2.312075,2.303721,1.034989,1.207559,1.214984,2.302415
731,,,2.314398,2.303639,0.665536,0.41336,1.169404,2.302409,2.316845,2.303054,1.020429,1.244007,1.215101,2.302415
732,,,2.313843,2.30356,0.65941,0.4157,1.168292,2.302408,2.308159,2.303429,1.045092,1.226472,1.216776,2.302414
733,,,2.312488,2.30379,0.66182,0.412772,1.168221,2.302408,2.31219,2.303827,1.013688,1.246298,1.218108,2.302414
734,,,2.314672,2.303799,0.651778,0.414794,1.167987,2.302408,2.311463,2.303472,1.024427,1.200295,1.215371,2.302413
735,,,2.313584,2.303487,0.650509,0.411679,1.168922,2.302407,2.310055,2.303714,1.006052,1.232216,1.212084,2.302413
736,,,2.312578,2.303482,0.651398,0.415515,1.166122,2.302407,2.305133,2.303887,1.054913,1.261207,1.211369,2.302413
737,,,2.313659,2.304012,0.644303,0.411199,1.164117,2.302406,2.313258,2.303358,1.006106,1.252301,1.214221,2.302412
738,,,2.31358,2.303826,0.653631,0.420395,1.16638,2.302406,2.320379,2.303239,1.062961,1.234523,1.211638,2.302412
739,,,2.314139,2.303792,0.660936,0.409385,1.165577,2.302406,2.311067,2.304511,1.029255,1.255575,1.214346,2.302411
740,,,2.314271,2.30377,0.65411,0.418179,1.163408,2.302405,2.311549,2.303612,1.021537,1.251818,1.221165,2.302411
741,,,2.316335,2.303873,0.652945,0.403629,1.163988,2.302405,2.308742,2.303961,0.992024,1.212336,1.210644,2.302411
742,,,2.313147,2.303918,0.659849,0.406615,1.162665,2.302404,2.307403,2.302889,1.003666,1.242766,1.211563,2.30241
743,,,2.3133,2.303702,0.646808,0.416099,1.163176,2.302404,2.320713,2.30314,1.037826,1.233949,1.211657,2.30241
744,,,2.313207,2.303746,0.656365,0.414956,1.16034,2.302404,2.313794,2.304631,1.048896,1.283491,1.207464,2.302409
745,,,2.313805,2.303661,0.654391,0.409456,1.162529,2.302403,2.314003,2.303285,1.004735,1.242958,1.20794,2.302409
746,,,2.313661,2.303567,0.653911,0.414786,1.159886,2.302403,2.316135,2.30356,1.02485,1.207703,1.207421,2.302409
747,,,2.313954,2.303846,0.658753,0.411081,1.160417,2.302402,2.315978,2.303303,1.019286,1.219919,1.234855,2.302408
748,,,2.3126,2.303839,0.646358,0.408759,1.158381,2.302402,2.309605,2.303876,1.029734,1.254612,1.205898,2.302408
749,,,2.31348,2.303846,0.647169,0.406064,1.15874,2.302401,2.320324,2.303015,1.01421,1.245962,1.211465,2.302407
750,,,2.314447,2.303795,0.654237,0.409182,1.158779,2.302401,2.307603,2.303195,1.027042,1.209436,1.20714,2.302407
751,,,2.31384,2.303598,0.650666,0.408848,1.15911,2.302401,2.31378,2.303391,1.014508,1.227387,1.211907,2.302407
752,,,2.313857,2.303768,0.654787,0.407826,1.158562,2.3024,2.318437,2.303855,1.007417,1.218851,1.210388,2.302406
753,,,2.312204,2.303834,0.650968,0.407457,1.157972,2.3024,2.307357,2.30478,1.039928,1.2181,1.208585,2.302406
754,,,2.312715,2.303722,0.652843,0.410121,1.157929,2.302399,2.313736,2.303467,0.992605,1.223492,1.215072,2.302405
755,,,2.313988,2.303629,0.653042,0.414037,1.156262,2.302399,2.307349,2.303858,0.998164,1.24343,1.210704,2.302405
756,,,2.314647,2.3036,0.654534,0.409361,1.156079,2.302399,2.316426,2.302868,1.022774,1.226098,1.206319,2.302405
757,,,2.315659,2.30375,0.653484,0.41031,1.15401,2.302398,2.309954,2.302908,1.024542,1.234746,1.204158,2.302404
758,,,2.314082,2.303566,0.650534,0.403222,1.15359,2.302398,2.314632,2.304004,1.017588,1.230484,1.2177,2.302404
759,,,2.313462,2.30374,0.669982,0.410963,1.156103,2.302397,2.311401,2.30476,1.023428,1.236052,1.208156,2.302403
760,,,2.313561,2.303941,0.658421,0.398784,1.152995,2.302397,2.30792,2.303377,1.059667,1.234889,1.199027,2.302403
761,,,2.314383,2.303713,0.656232,0.409308,1.156674,2.302396,2.31351,2.303683,1.051738,1.262037,1.205413,2.302402
762,,,2.314013,2.303401,0.651228,0.405344,1.152383,2.302396,2.32844,2.304675,1.018788,1.234026,1.204098,2.302402
763,,,2.314737,2.304129,0.660772,0.409126,1.149963,2.302396,2.316256,2.303478,1.041185,1.266842,1.206888,2.302402
764,,,2.312671,2.303751,0.647492,0.416022,1.14954,2.302395,2.312785,2.304083,1.00872,1.261187,1.199013,2.302401
765,,,2.312563,2.303917,0.643986,0.411719,1.151275,2.302395,2.31077,2.303001,1.016353,1.235554,1.197614,2.302401
766,,,2.313724,2.303646,0.65992,0.409102,1.151914,2.302394,2.310261,2.30364,1.015494,1.240232,1.199249,2.3024
767,,,2.313501,2.303726,0.650759,0.403347,1.149392,2.302394,2.305595,2.303089,1.007385,1.228771,1.19567,2.3024
768,,,2.31529,2.303894,0.647574,0.411315,1.149434,2.302394,2.316005,2.302864,1.018084,1.269967,1.195945,2.302399
769,,,2.314723,2.30372,0.652869,0.402784,1.148299,2.302393,2.308138,2.304101,1.004294,1.250556,1.203596,2.302399
770,,,2.31279,2.303629,0.654404,0.400649,1.146742,2.302393,2.321466,2.303835,1.018966,1.248517,1.192462,2.302399
771,,,2.315579,2.303693,0.645775,0.405441,1.146369,2.302392,2.308247,2.303285,0.989073,1.24604,1.206346,2.302398
772,,,2.312615,2.303946,0.65861,0.401091,1.145839,2.302392,2.31366,2.3038,1.036852,1.268467,1.205872,2.302398
773,,,2.312522,2.303902,0.652221,0.409573,1.144604,2.302391,2.311927,2.304125,1.018988,1.207075,1.198327,2.302397
774,,,2.313873,2.303764,0.655034,0.401095,1.146277,2.302391,2.307299,2.304096,1.042869,1.243412,1.194618,2.302397
775,,,2.311692,2.303694,0.648857,0.403899,1.144322,2.302391,2.314215,2.303203,1.02864,1.245785,1.194547,2.302397
776,,,2.31275,2.303762,0.651848,0.398648,1.143314,2.30239,2.310904,2.304099,1.01787,1.256161,1.196433,2.302396
777,,,2.312451,2.303718,0.652004,0.399512,1.144596,2.30239,2.314329,2.303535,1.05219,1.242139,1.192716,2.302396
778,,,2.312994,2.303769,0.664729,0.401148,1.142125,2.302389,2.322229,2.303048,1.029218,1.235246,1.192745,2.302395
779,,,2.313153,2.303953,0.655862,0.405893,1.140379,2.302389,2.311755,2.303334,1.026444,1.226476,1.201855,2.302395
780,,,2.312895,2.303545,0.651591,0.403059,1.143211,2.302388,2.31127,2.304463,1.012522,1.247136,1.19334,2.302394
781,,,2.312488,2.303947,0.6539,0.399599,1.140815,2.302388,2.318838,2.30374,1.086033,1.235263,1.200468,2.302394
782,,,2.313939,2.304164,0.654957,0.400152,1.141423,2.302388,2.309999,2.303056,1.001162,1.244174,1.190166,2.302394
783,,,2.313627,2.30381,0.658695,0.400418,1.139078,2.302387,2.317661,2.30348,0.984467,1.26226,1.193267,2.302393
784,,,2.315121,2.304012,0.664168,0.407556,1.140348,2.302387,2.311086,2.303559,1.016269,1.233011,1.191204,2.302393
785,,,2.312556,2.303915,0.655136,0.404161,1.140623,2.302386,2.308793,2.303504,1.054404,1.226155,1.195929,2.302392
786,,,2.313651,2.303774,0.6537,0.402516,1.137663,2.302386,2.316294,2.303048,1.047114,1.271563,1.188133,2.302392
787,,,2.312267,2.303869,0.648655,0.400701,1.139406,2.302385,2.311823,2.303148,1.004589,1.228765,1.191572,2.302392
788,,,2.314053,2.303872,0.646792,0.39717,1.139109,2.302385,2.311176,2.303924,1.001293,1.226126,1.191172,2.302391
789,,,2.31308,2.303829,0.659238,0.399956,1.136231,2.302385,2.312224,2.303841,1.022148,1.23492,1.188609,2.302391
790,,,2.313273,2.303614,0.654326,0.401898,1.134424,2.302384,2.314051,2.303485,1.019881,1.230544,1.198137,2.30239
791,,,2.312987,2.30355,0.650852,0.397067,1.135075,2.302384,2.322123,2.304363,1.013537,1.274808,1.193617,2.30239
792,,,2.315751,2.303784,0.65246,0.3996,1.135511,2.302383,2.308304,2.303658,1.051878,1.23726,1.190424,2.302389
793,,,2.31124,2.303667,0.650329,0.403585,1.134582,2.302383,2.317947,2.303197,1.077371,1.24461,1.195721,2.302389
794,,,2.31412,2.303637,0.656074,0.39949,1.134068,2.302382,2.316148,2.303498,1.034469,1.26503,1.193397,2.302389
795,,,2.314192,2.303735,0.649187,0.39579,1.136095,2.302382,2.317831,2.303594,1.067661,1.255947,1.192518,2.302388
796,,,2.313685,2.30364,0.647539,0.399596,1.131804,2.302381,2.31113,2.303732,1.047202,1.23625,1.190385,2.302388
797,,,2.313785,2.303876,0.641529,0.397978,1.133609,2.302381,2.311463,2.303922,1.000642,1.242916,1.184743,2.302387
798,,,2.312885,2.303803,0.645706,0.397729,1.131488,2.302381,2.316145,2.303844,1.018453,1.23719,1.20452,2.302387
799,,,2.313741,2.303733,0.662655,0.405201,1.131502,2.30238,2.309666,2.303298,1.027109,1.272547,1.188628,2.302386
800,,,2.312641,2.303663,0.656023,0.399058,1.1297,2.30238,2.309156,2.304142,1.002529,1.253279,1.189943,2.302386
801,,,2.313615,2.303834,0.654176,0.3983,1.129025,2.302379,2.308009,2.303266,1.05435,1.245042,1.18801,2.302386
802,,,2.312604,2.30381,0.648093,0.393929,1.13184,2.302379,2.313408,2.303381,1.023479,1.246811,1.196815,2.302385
803,,,2.312429,2.30373,0.641646,0.396901,1.131111,2.302378,2.306381,2.303283,0.996791,1.253146,1.192506,2.302385
804,,,2.314388,2.304018,0.655753,0.400598,1.129552,2.302378,2.323881,2.303269,1.065349,1.241281,1.183433,2.302384
805,,,2.314211,2.303983,0.64927,0.396476,1.130432,2.302377,2.315585,2.303436,1.025398,1.242189,1.183944,2.302384
806,,,2.314858,2.303806,0.654855,0.397602,1.129805,2.302377,2.310312,2.30422,1.030775,1.265183,1.185968,2.302383
807,,,2.314403,2.303808,0.646238,0.394796,1.129074,2.302377,2.314042,2.30353,1.043485,1.282704,1.180724,2.302383
808,,,2.315063,2.30396,0.64424,0.399953,1.126433,2.302376,2.310716,2.303455,1.00957,1.23826,1.183698,2.302382
809,,,2.315325,2.303601,0.650059,0.391988,1.126095,2.302376,2.309311,2.304006,0.990298,1.242079,1.182243,2.302382
810,,,2.312896,2.303677,0.662525,0.397661,1.125406,2.302375,2.316484,2.304189,1.007381,1.247361,1.189547,2.302382
811,,,2.313521,2.303891,0.654441,0.398046,1.126624,2.302375,2.310646,2.303609,1.003359,1.243183,1.180672,2.302381
812,,,2.312492,2.303981,0.656446,0.400224,1.12437,2.302374,2.322479,2.302926,1.015969,1.234336,1.184859,2.302381
813,,,2.312973,2.303744,0.649889,0.395872,1.123946,2.302374,2.320377,2.303454,1.030168,1.2418,1.183848,2.30238
814,,,2.313165,2.303737,0.644508,0.396641,1.123983,2.302373,2.318057,2.30435,1.003413,1.271479,1.190694,2.30238
815,,,2.313121,2.303632,0.649138,0.389867,1.122506,2.302373,2.312843,2.303566,1.024716,1.25434,1.176165,2.302379
816,,,2.31186,2.303779,0.654623,0.392702,1.125187,2.302372,2.317012,2.303656,1.014405,1.240711,1.177594,2.302379
817,,,2.314332,2.303805,0.652055,0.400117,1.121295,2.302372,2.31692,2.304011,1.004414,1.232803,1.184977,2.302378
818,,,2.314827,2.303619,0.649815,0.392422,1.123873,2.302371,2.309202,2.303461,1.040854,1.247438,1.180964,2.302378
819,,,2.314677,2.303346,0.646322,0.392251,1.121831,2.302371,2.315439,2.303834,1.046487,1.25202,1.182391,2.302377
820,,,2.314871,2.303899,0.662037,0.391653,1.120719,2.30237,2.311293,2.304083,1.024284,1.232568,1.184721,2.302377
821,,,2.314728,2.304039,0.646606,0.395023,1.120831,2.30237,2.307541,2.30295,1.085964,1.267156,1.17898,2.302376
822,,,2.313148,2.303884,0.645463,0.393813,1.117866,2.302369,2.306839,2.303145,1.022491,1.238538,1.176308,2.302376
823,,,2.312608,2.303647,0.661878,0.401497,1.117785,2.302369,2.314006,2.303414,1.070902,1.24174,1.175877,2.302375
824,,,2.314913,2.303768,0.659359,0.393359,1.117392,2.302369,2.315607,2.304219,1.010019,1.278893,1.172122,2.302375
825,,,2.313493,2.303629,0.653449,0.395602,1.118031,2.302368,2.309099,2.304643,0.996843,1.226593,1.187641,2.302375
826,,,2.314241,2.303882,0.653058,0.390729,1.117788,2.302368,2.313505,2.304151,1.049285,1.327277,1.180328,2.302374
827,,,2.312799,2.303849,0.65317,0.397286,1.117638,2.302367,2.310822,2.303239,1.031498,1.252872,1.176945,2.302374
828,,,2.31448,2.30344,0.64944,0.394279,1.117075,2.302367,2.316939,2.303221,1.043617,1.250478,1.179334,2.302373
829,,,2.311682,2.303804,0.654658,0.38712,1.116531,2.302366,2.309427,2.302908,1.05067,1.240697,1.177041,2.302373
830,,,2.313956,2.303565,0.662495,0.386661,1.115828,2.302366,2.311206,2.30377,1.098465,1.257803,1.172634,2.302372
831,,,2.315628,2.303645,0.657151,0.393994,1.112949,2.302365,2.314732,2.303552,1.063566,1.259408,1.175675,2.302372
832,,,2.313781,2.303709,0.647013,0.393971,1.113766,2.302365,2.316151,2.30369,1.023212,1.255852,1.171956,2.302371
833,,,2.312257,2.303708,0.644795,0.393391,1.113881,2.302364,2.312708,2.303916,0.992469,1.247397,1.176416,2.302371
834,,,2.313524,2.303942,0.66244,0.392383,1.115357,2.302364,2.330657,2.303087,1.029537,1.244519,1.173569,2.30237
835,,,2.314354,2.303713,0.646596,0.389114,1.112336,2.302363,2.314115,2.303764,1.001477,1.254689,1.17014,2.30237
836,,,2.3147,2.30387,0.647318,0.39825,1.112674,2.302363,2.314,2.304177,1.003198,1.253814,1.174764,2.302369
837,,,2.314369,2.303673,0.655161,0.387598,1.110919,2.302362,2.317621,2.303399,1.012407,1.263471,1.16986,2.302369
838,,,2.31534,2.303628,0.656075,0.386713,1.112483,2.302362,2.308947,2.303912,1.072539,1.277167,1.178125,2.302368
839,,,2.313023,2.303863,0.657692,0.394519,1.110853,2.302361,2.312474,2.303878,1.029133,1.255238,1.174061,2.302368
840,,,2.313997,2.303666,0.6517,0.391365,1.109907,2.302361,2.315962,2.303447,1.014992,1.266999,1.169859,2.302367
841,,,2.313783,2.303531,0.648927,0.388784,1.111296,2.30236,2.310661,2.303722,0.995291,1.262842,1.17705,2.302367
842,,,2.314021,2.30361,0.649651,0.393153,1.108652,2.30236,2.320557,2.303274,1.003701,1.296425,1.168421,2.302366
843,,,2.313399,2.303771,0.658754,0.390426,1.110056,2.302359,2.304446,2.304987,1.033084,1.259406,1.16992,2.302366
844,,,2.313415,2.303637,0.667702,0.391533,1.107577,2.302359,2.314085,2.304166,1.012326,1.286027,1.16727,2.302365
845,,,2.312245,2.303767,0.639488,0.386507,1.108591,2.302358,2.31853,2.303199,0.983377,1.299455,1.172184,2.302365
846,,,2.312178,2.303589,0.651146,0.387496,1.105397,2.302358,2.309207,2.303485,1.01858,1.277748,1.171449,2.302364
847,,,2.313178,2.303519,0.644446,0.394102,1.108327,2.302357,2.310251,2.304948,1.01361,1.26468,1.165188,2.302364
848,,,2.313189,2.303686,0.648679,0.391624,1.109318,2.302357,2.311316,2.303301,1.032183,1.276702,1.166074,2.302363
849,,,2.314706,2.303585,0.651067,0.389373,1.105056,2.302356,2.310036,2.302735,0.997176,1.263578,1.177599,2.302363
850,,,2.312155,2.303621,0.652254,0.386963,1.106631,2.302356,2.313034,2.304711,1.033408,1.255429,1.171817,2.302362
851,,,2.312005,2.303795,0.653853,0.387984,1.104235,2.302355,2.310076,2.303226,0.99306,1.273286,1.172854,2.302362
852,,,2.31479,2.303602,0.658296,0.382222,1.104043,2.302355,2.315502,2.303838,1.019466,1.288939,1.168805,2.302361
853,,,2.313012,2.303628,0.644338,0.389496,1.106291,2.302354,2.311059,2.303148,1.020741,1.293473,1.17004,2.302361
854,,,2.31414,2.303676,0.651322,0.393338,1.101855,2.302354,2.308169,2.303877,1.025626,1.278692,1.170023,2.30236
855,,,2.313522,2.303787,0.657571,0.383653,1.103942,2.302353,2.308311,2.303122,1.017937,1.257419,1.163094,2.30236
